lat,lon,d_tx30_pend_decada,d_tx30_salto_21_25,d_tx32_pend_decada,d_tx32_salto_21_25,tx_p99_pend_decada,tx_p99_salto_21_25,tx_verano_pend_decada,tx_verano_salto_21_25,noches_trop_pend_decada,noches_trop_salto_21_25,at_p99_pend_decada,at_p99_salto_21_25
43.2,-7.7,2.142857142857062,1.6999999999999997,1.607142857142798,1.1,1.291422094617511,0.8947038650512695,1.2231441906520018,0.8359325408935554,0.14285714285714404,0.2,1.885390587750687,1.204436311297684
43.2,-7.6,2.3214285714285037,2.1000000000000005,1.285714285714217,0.8999999999999999,1.1874542917523436,0.8483463287353494,1.1623691150120095,0.7997531890869141,0.14285714285714404,0.2,1.9137910136858893,1.1668014480300322
43.2,-7.5,2.357142857142793,2.2,1.4642857142856338,1.1,1.0541305541991597,0.706584167480468,1.1310006550379939,0.7827552795410178,0.14285714285714404,0.2,1.9642859840664373,1.246894556931423
43.2,-7.4,2.464285714285628,2.3,1.714285714285644,1.4,1.1151313100541673,0.7685222625732422,1.1422684533255212,0.7930011749267578,0.14285714285714404,0.2,1.883893361622628,1.20387320465154
43.2,-7.3,2.1071428571427537,1.5999999999999996,1.749999999999936,1.4,1.2810863086154796,0.9143070220947251,1.142433098384292,0.7853397369384751,0.14285714285714404,0.2,1.941544896811427,1.3154702740129771
43.2,-7.2,2.3928571428570473,1.9000000000000001,1.4999999999999494,1.2000000000000002,1.4070276532853565,1.0246519088745139,1.1837299891880377,0.8258306503295891,0.0,0.0,2.1255660688278164,1.5437757938777814
43.2,-7.1,2.1071428571427724,1.7000000000000002,1.4999999999999494,1.2000000000000002,1.4730493000574676,1.116902160644532,1.263980797358899,0.9097345352172859,0.0,0.0,2.2764971055785987,1.7378450695773964
43.2,-7.0,2.392857142857046,1.9999999999999998,1.6428571428570937,1.4,1.6265643664767904,1.2535429000854492,1.337689127240834,0.9811569213867166,0.0,0.0,2.43200127383815,1.9165825883877972
43.1,-9.2,0.0,0.0,0.0,0.0,0.8429535457065791,0.9827804565429688,0.932193006787964,0.7303112030029304,0.678571428571419,0.8,0.6296289623278118,0.924192862900405
43.1,-9.1,0.0,0.0,0.0,0.0,0.5997275624955967,0.7247598648071261,0.8883986473083272,0.66095676422119,0.6785714285714186,0.7000000000000001,0.347278442916799,0.5088968499812907
43.1,-9.0,0.9285714285714137,1.0999999999999999,0.0,0.0,0.4603437696184002,0.5452947616577148,0.9300557545252983,0.6670146942138686,0.9285714285714057,0.9,0.29699893706729846,0.259065303829896
43.1,-8.9,0.8214285714285675,1.0,0.0,0.0,0.6045180729456725,0.6238248825073249,0.9716121809822893,0.6996793746948242,0.4642857142857176,0.5,0.3395310365345572,0.22374607434898763
43.1,-8.8,0.5714285714285599,0.40000000000000013,0.6428571428571483,0.8,0.835693018776972,0.7545011520385749,1.0316236359732227,0.754131507873538,0.4642857142857176,0.5,0.5320114599947365,0.39109950721005404
43.1,-8.7,0.285714285714281,0.30000000000000004,1.178571428571422,1.2,0.9727210317338554,0.829830360412597,1.083572660173653,0.8003086090087876,0.4642857142857176,0.5,0.7617504249843394,0.5641289526605462
43.1,-8.6,-0.17857142857144626,0.0,1.178571428571422,1.2,0.989823068891186,0.7636516571044929,1.0499932425362415,0.7595994949340827,0.14285714285714404,0.2,0.8454349358233465,0.5380600897208865
43.1,-8.5,-0.035714285714310436,-0.10000000000000009,1.178571428571422,1.2,0.9594893455504726,0.674517250061033,1.0399273463657641,0.7305564880371094,0.14285714285714404,0.2,1.0976799970977267,0.7106985249751467
43.1,-8.4,0.2499999999999422,-0.19999999999999973,0.8214285714285521,1.0,0.8462659972053956,0.5250032424926765,1.00297512326919,0.6793340682983384,0.2857142857142881,0.4,1.2706428307010418,0.911105531517812
43.1,-8.3,0.6071428571427433,0.5,0.6785714285714163,0.40000000000000013,0.9686153956821343,0.5775753021240213,1.0844582148960333,0.7378215789794922,0.2857142857142881,0.4,1.6005578231063056,1.2385071853349814
43.1,-8.2,1.0714285714284473,0.5999999999999996,0.8571428571428629,0.40000000000000013,1.1624062401907078,0.6766204833984375,1.1410380772181579,0.7676502227783217,0.2857142857142881,0.4,1.7865923901679275,1.4112406293907256
